model_label,model_code,ref_label,ref_percent,bps_name
10210_2_3_6_7_B,10210_2_3_6_7,B,1,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
10210_2_3_6_7_C,10210_2_3_6_7,C,24,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
10210_2_3_6_7_D,10210_2_3_6_7,D,53,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
10210_2_3_6_7_E,10210_2_3_6_7,E,3,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
10210_2_3_6_7_Agriculture,10210_2_3_6_7,Agriculture,0,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
10210_2_3_6_7_Developed,10210_2_3_6_7,Developed,0,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
10210_2_3_6_7_Water,10210_2_3_6_7,Water,0,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
10210_2_3_6_7_UN,10210_2_3_6_7,UN,0,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
10210_2_3_6_7_UE,10210_2_3_6_7,UE,0,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
10220_2_3_6_7_A,10220_2_3_6_7,A,18,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
10220_2_3_6_7_B,10220_2_3_6_7,B,2,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
10220_2_3_6_7_C,10220_2_3_6_7,C,23,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
10220_2_3_6_7_D,10220_2_3_6_7,D,54,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
10220_2_3_6_7_E,10220_2_3_6_7,E,3,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
10220_2_3_6_7_Agriculture,10220_2_3_6_7,Agriculture,0,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
10220_2_3_6_7_Developed,10220_2_3_6_7,Developed,0,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
10220_2_3_6_7_Water,10220_2_3_6_7,Water,0,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
10220_2_3_6_7_UN,10220_2_3_6_7,UN,0,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
10220_2_3_6_7_UE,10220_2_3_6_7,UE,0,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
10230_14_15_24_25_A,10230_14_15_24_25,A,21,Madrean Encinal
10230_14_15_24_25_B,10230_14_15_24_25,B,37,Madrean Encinal
10230_14_15_24_25_C,10230_14_15_24_25,C,25,Madrean Encinal
10230_14_15_24_25_D,10230_14_15_24_25,D,17,Madrean Encinal
10230_14_15_24_25_E,10230_14_15_24_25,E,NA,Madrean Encinal
10230_14_15_24_25_Agriculture,10230_14_15_24_25,Agriculture,0,Madrean Encinal
10230_14_15_24_25_Developed,10230_14_15_24_25,Developed,0,Madrean Encinal
10230_14_15_24_25_Water,10230_14_15_24_25,Water,0,Madrean Encinal
10230_14_15_24_25_UN,10230_14_15_24_25,UN,0,Madrean Encinal
10230_14_15_24_25_UE,10230_14_15_24_25,UE,0,Madrean Encinal
10240_14_15_24_A,10240_14_15_24,A,21,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_14_15_24_B,10240_14_15_24,B,37,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_14_15_24_C,10240_14_15_24,C,25,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_14_15_24_D,10240_14_15_24,D,17,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_14_15_24_E,10240_14_15_24,E,NA,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_14_15_24_Agriculture,10240_14_15_24,Agriculture,0,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_14_15_24_Developed,10240_14_15_24,Developed,0,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_14_15_24_Water,10240_14_15_24,Water,0,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_14_15_24_UN,10240_14_15_24,UN,0,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_14_15_24_UE,10240_14_15_24,UE,0,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_25_27_A,10240_25_27,A,7,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_25_27_B,10240_25_27,B,7,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_25_27_C,10240_25_27,C,34,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_25_27_D,10240_25_27,D,52,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_25_27_E,10240_25_27,E,NA,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_25_27_Agriculture,10240_25_27,Agriculture,0,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_25_27_Developed,10240_25_27,Developed,0,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_25_27_Water,10240_25_27,Water,0,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_25_27_UN,10240_25_27,UN,0,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_25_27_UE,10240_25_27,UE,0,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_26_A,10240_26,A,29,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_26_B,10240_26,B,6,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_26_C,10240_26,C,65,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_26_D,10240_26,D,NA,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_26_E,10240_26,E,NA,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_26_Agriculture,10240_26,Agriculture,0,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_26_Developed,10240_26,Developed,0,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_26_Water,10240_26,Water,0,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_26_UN,10240_26,UN,0,Madrean Lower Montane Pine-Oak Forest and Woodland
10240_26_UE,10240_26,UE,0,Madrean Lower Montane Pine-Oak Forest and Woodland
10250_14_15_24_25_26_A,10250_14_15_24_25_26,A,5,Madrean Pinyon-Juniper Woodland
10250_14_15_24_25_26_B,10250_14_15_24_25_26,B,57,Madrean Pinyon-Juniper Woodland
10250_14_15_24_25_26_C,10250_14_15_24_25_26,C,38,Madrean Pinyon-Juniper Woodland
10250_14_15_24_25_26_D,10250_14_15_24_25_26,D,NA,Madrean Pinyon-Juniper Woodland
10250_14_15_24_25_26_E,10250_14_15_24_25_26,E,NA,Madrean Pinyon-Juniper Woodland
10250_14_15_24_25_26_Agriculture,10250_14_15_24_25_26,Agriculture,0,Madrean Pinyon-Juniper Woodland
10250_14_15_24_25_26_Developed,10250_14_15_24_25_26,Developed,0,Madrean Pinyon-Juniper Woodland
10250_14_15_24_25_26_Water,10250_14_15_24_25_26,Water,0,Madrean Pinyon-Juniper Woodland
10250_14_15_24_25_26_UN,10250_14_15_24_25_26,UN,0,Madrean Pinyon-Juniper Woodland
10250_14_15_24_25_26_UE,10250_14_15_24_25_26,UE,0,Madrean Pinyon-Juniper Woodland
10260_15_A,10260_15,A,13,Madrean Upper Montane Conifer-Oak Forest and Woodland
10260_15_B,10260_15,B,8,Madrean Upper Montane Conifer-Oak Forest and Woodland
10260_15_C,10260_15,C,14,Madrean Upper Montane Conifer-Oak Forest and Woodland
10260_15_D,10260_15,D,64,Madrean Upper Montane Conifer-Oak Forest and Woodland
10260_15_E,10260_15,E,1,Madrean Upper Montane Conifer-Oak Forest and Woodland
10260_15_Agriculture,10260_15,Agriculture,0,Madrean Upper Montane Conifer-Oak Forest and Woodland
10260_15_Developed,10260_15,Developed,0,Madrean Upper Montane Conifer-Oak Forest and Woodland
10260_15_Water,10260_15,Water,0,Madrean Upper Montane Conifer-Oak Forest and Woodland
10260_15_UN,10260_15,UN,0,Madrean Upper Montane Conifer-Oak Forest and Woodland
10260_15_UE,10260_15,UE,0,Madrean Upper Montane Conifer-Oak Forest and Woodland
10270_2_3_7_A,10270_2_3_7,A,11,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_2_3_7_B,10270_2_3_7,B,4,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_2_3_7_C,10270_2_3_7,C,8,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_2_3_7_D,10270_2_3_7,D,63,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_2_3_7_E,10270_2_3_7,E,14,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_2_3_7_Agriculture,10270_2_3_7,Agriculture,0,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_2_3_7_Developed,10270_2_3_7,Developed,0,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_2_3_7_Water,10270_2_3_7,Water,0,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_2_3_7_UN,10270_2_3_7,UN,0,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_2_3_7_UE,10270_2_3_7,UE,0,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_4_5_6_A,10270_4_5_6,A,21,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_4_5_6_B,10270_4_5_6,B,8,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_4_5_6_C,10270_4_5_6,C,26,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_4_5_6_D,10270_4_5_6,D,41,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_4_5_6_E,10270_4_5_6,E,4,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_4_5_6_Agriculture,10270_4_5_6,Agriculture,0,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_4_5_6_Developed,10270_4_5_6,Developed,0,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_4_5_6_Water,10270_4_5_6,Water,0,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_4_5_6_UN,10270_4_5_6,UN,0,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10270_4_5_6_UE,10270_4_5_6,UE,0,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
10280_2_3_A,10280_2_3,A,16,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_2_3_B,10280_2_3,B,14,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_2_3_C,10280_2_3,C,18,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_2_3_D,10280_2_3,D,35,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_2_3_E,10280_2_3,E,17,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_2_3_Agriculture,10280_2_3,Agriculture,0,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_2_3_Developed,10280_2_3,Developed,0,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_2_3_Water,10280_2_3,Water,0,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_2_3_UN,10280_2_3,UN,0,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_2_3_UE,10280_2_3,UE,0,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_4_6_7_12_A,10280_4_6_7_12,A,19,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_4_6_7_12_B,10280_4_6_7_12,B,14,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_4_6_7_12_C,10280_4_6_7_12,C,21,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_4_6_7_12_D,10280_4_6_7_12,D,27,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_4_6_7_12_E,10280_4_6_7_12,E,19,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_4_6_7_12_Agriculture,10280_4_6_7_12,Agriculture,0,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_4_6_7_12_Developed,10280_4_6_7_12,Developed,0,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_4_6_7_12_Water,10280_4_6_7_12,Water,0,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_4_6_7_12_UN,10280_4_6_7_12,UN,0,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10280_4_6_7_12_UE,10280_4_6_7_12,UE,0,Mediterranean California Mesic Mixed Conifer Forest and Woodland
10290_2_3_4_5_6_7_12_A,10290_2_3_4_5_6_7_12,A,11,Mediterranean California Mixed Oak Woodland
10290_2_3_4_5_6_7_12_B,10290_2_3_4_5_6_7_12,B,4,Mediterranean California Mixed Oak Woodland
10290_2_3_4_5_6_7_12_C,10290_2_3_4_5_6_7_12,C,21,Mediterranean California Mixed Oak Woodland
10290_2_3_4_5_6_7_12_D,10290_2_3_4_5_6_7_12,D,54,Mediterranean California Mixed Oak Woodland
10290_2_3_4_5_6_7_12_E,10290_2_3_4_5_6_7_12,E,10,Mediterranean California Mixed Oak Woodland
10290_2_3_4_5_6_7_12_Agriculture,10290_2_3_4_5_6_7_12,Agriculture,0,Mediterranean California Mixed Oak Woodland
10290_2_3_4_5_6_7_12_Developed,10290_2_3_4_5_6_7_12,Developed,0,Mediterranean California Mixed Oak Woodland
10290_2_3_4_5_6_7_12_Water,10290_2_3_4_5_6_7_12,Water,0,Mediterranean California Mixed Oak Woodland
10290_2_3_4_5_6_7_12_UN,10290_2_3_4_5_6_7_12,UN,0,Mediterranean California Mixed Oak Woodland
10290_2_3_4_5_6_7_12_UE,10290_2_3_4_5_6_7_12,UE,0,Mediterranean California Mixed Oak Woodland
10300_2_3_4_5_6_7_A,10300_2_3_4_5_6_7,A,12,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
10300_2_3_4_5_6_7_B,10300_2_3_4_5_6_7,B,30,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
10300_2_3_4_5_6_7_C,10300_2_3_4_5_6_7,C,58,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
10300_2_3_4_5_6_7_D,10300_2_3_4_5_6_7,D,NA,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
10300_2_3_4_5_6_7_E,10300_2_3_4_5_6_7,E,NA,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
10300_2_3_4_5_6_7_Agriculture,10300_2_3_4_5_6_7,Agriculture,0,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
10300_2_3_4_5_6_7_Developed,10300_2_3_4_5_6_7,Developed,0,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
10300_2_3_4_5_6_7_Water,10300_2_3_4_5_6_7,Water,0,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
10300_2_3_4_5_6_7_UN,10300_2_3_4_5_6_7,UN,0,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
10300_2_3_4_5_6_7_UE,10300_2_3_4_5_6_7,UE,0,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
10310_2_3_4_5_6_12_A,10310_2_3_4_5_6_12,A,17,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_2_3_4_5_6_12_B,10310_2_3_4_5_6_12,B,6,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_2_3_4_5_6_12_C,10310_2_3_4_5_6_12,C,31,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_2_3_4_5_6_12_D,10310_2_3_4_5_6_12,D,1,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_2_3_4_5_6_12_E,10310_2_3_4_5_6_12,E,45,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_2_3_4_5_6_12_Agriculture,10310_2_3_4_5_6_12,Agriculture,0,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_2_3_4_5_6_12_Developed,10310_2_3_4_5_6_12,Developed,0,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_2_3_4_5_6_12_Water,10310_2_3_4_5_6_12,Water,0,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_2_3_4_5_6_12_UN,10310_2_3_4_5_6_12,UN,0,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_2_3_4_5_6_12_UE,10310_2_3_4_5_6_12,UE,0,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_7_A,10310_7,A,6,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_7_B,10310_7,B,15,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_7_C,10310_7,C,17,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_7_D,10310_7,D,61,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_7_E,10310_7,E,1,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_7_Agriculture,10310_7,Agriculture,0,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_7_Developed,10310_7,Developed,0,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_7_Water,10310_7,Water,0,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_7_UN,10310_7,UN,0,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10310_7_UE,10310_7,UE,0,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
10320_2_3_7_A,10320_2_3_7,A,13,Mediterranean California Red Fir Forest
10320_2_3_7_B,10320_2_3_7,B,19,Mediterranean California Red Fir Forest
10320_2_3_7_C,10320_2_3_7,C,22,Mediterranean California Red Fir Forest
10320_2_3_7_D,10320_2_3_7,D,26,Mediterranean California Red Fir Forest
10320_2_3_7_E,10320_2_3_7,E,20,Mediterranean California Red Fir Forest
10320_2_3_7_Agriculture,10320_2_3_7,Agriculture,0,Mediterranean California Red Fir Forest
10320_2_3_7_Developed,10320_2_3_7,Developed,0,Mediterranean California Red Fir Forest
10320_2_3_7_Water,10320_2_3_7,Water,0,Mediterranean California Red Fir Forest
10320_2_3_7_UN,10320_2_3_7,UN,0,Mediterranean California Red Fir Forest
10320_2_3_7_UE,10320_2_3_7,UE,0,Mediterranean California Red Fir Forest
10321_6_A,10321_6,A,17,Mediterranean California Red Fir Forest - Cascades
10321_6_B,10321_6,B,19,Mediterranean California Red Fir Forest - Cascades
10321_6_C,10321_6,C,17,Mediterranean California Red Fir Forest - Cascades
10321_6_D,10321_6,D,26,Mediterranean California Red Fir Forest - Cascades
10321_6_E,10321_6,E,21,Mediterranean California Red Fir Forest - Cascades
10321_6_Agriculture,10321_6,Agriculture,0,Mediterranean California Red Fir Forest - Cascades
10321_6_Developed,10321_6,Developed,0,Mediterranean California Red Fir Forest - Cascades
10321_6_Water,10321_6,Water,0,Mediterranean California Red Fir Forest - Cascades
10321_6_UN,10321_6,UN,0,Mediterranean California Red Fir Forest - Cascades
10321_6_UE,10321_6,UE,0,Mediterranean California Red Fir Forest - Cascades
10322_6_A,10322_6,A,8,Mediterranean California Red Fir Forest - Southern Sierra
10322_6_B,10322_6,B,10,Mediterranean California Red Fir Forest - Southern Sierra
10322_6_C,10322_6,C,20,Mediterranean California Red Fir Forest - Southern Sierra
10322_6_D,10322_6,D,45,Mediterranean California Red Fir Forest - Southern Sierra
10322_6_E,10322_6,E,17,Mediterranean California Red Fir Forest - Southern Sierra
10322_6_Agriculture,10322_6,Agriculture,0,Mediterranean California Red Fir Forest - Southern Sierra
10322_6_Developed,10322_6,Developed,0,Mediterranean California Red Fir Forest - Southern Sierra
10322_6_Water,10322_6,Water,0,Mediterranean California Red Fir Forest - Southern Sierra
10322_6_UN,10322_6,UN,0,Mediterranean California Red Fir Forest - Southern Sierra
10322_6_UE,10322_6,UE,0,Mediterranean California Red Fir Forest - Southern Sierra
10330_12_A,10330_12,A,25,Mediterranean California Subalpine Woodland
10330_12_B,10330_12,B,22,Mediterranean California Subalpine Woodland
10330_12_C,10330_12,C,53,Mediterranean California Subalpine Woodland
10330_12_D,10330_12,D,NA,Mediterranean California Subalpine Woodland
10330_12_E,10330_12,E,NA,Mediterranean California Subalpine Woodland
10330_12_Agriculture,10330_12,Agriculture,0,Mediterranean California Subalpine Woodland
10330_12_Developed,10330_12,Developed,0,Mediterranean California Subalpine Woodland
10330_12_Water,10330_12,Water,0,Mediterranean California Subalpine Woodland
10330_12_UN,10330_12,UN,0,Mediterranean California Subalpine Woodland
10330_12_UE,10330_12,UE,0,Mediterranean California Subalpine Woodland
10330_3_6_7_A,10330_3_6_7,A,40,Mediterranean California Subalpine Woodland
10330_3_6_7_B,10330_3_6_7,B,11,Mediterranean California Subalpine Woodland
10330_3_6_7_C,10330_3_6_7,C,49,Mediterranean California Subalpine Woodland
10330_3_6_7_D,10330_3_6_7,D,NA,Mediterranean California Subalpine Woodland
10330_3_6_7_E,10330_3_6_7,E,NA,Mediterranean California Subalpine Woodland
10330_3_6_7_Agriculture,10330_3_6_7,Agriculture,0,Mediterranean California Subalpine Woodland
10330_3_6_7_Developed,10330_3_6_7,Developed,0,Mediterranean California Subalpine Woodland
10330_3_6_7_Water,10330_3_6_7,Water,0,Mediterranean California Subalpine Woodland
10330_3_6_7_UN,10330_3_6_7,UN,0,Mediterranean California Subalpine Woodland
10330_3_6_7_UE,10330_3_6_7,UE,0,Mediterranean California Subalpine Woodland
10340_4_6_7_A,10340_4_6_7,A,23,Mediterranean California Mesic Serpentine Woodland and Chaparral
10340_4_6_7_B,10340_4_6_7,B,23,Mediterranean California Mesic Serpentine Woodland and Chaparral
10340_4_6_7_C,10340_4_6_7,C,54,Mediterranean California Mesic Serpentine Woodland and Chaparral
10340_4_6_7_D,10340_4_6_7,D,NA,Mediterranean California Mesic Serpentine Woodland and Chaparral
10340_4_6_7_E,10340_4_6_7,E,NA,Mediterranean California Mesic Serpentine Woodland and Chaparral
10340_4_6_7_Agriculture,10340_4_6_7,Agriculture,0,Mediterranean California Mesic Serpentine Woodland and Chaparral
10340_4_6_7_Developed,10340_4_6_7,Developed,0,Mediterranean California Mesic Serpentine Woodland and Chaparral
10340_4_6_7_Water,10340_4_6_7,Water,0,Mediterranean California Mesic Serpentine Woodland and Chaparral
10340_4_6_7_UN,10340_4_6_7,UN,0,Mediterranean California Mesic Serpentine Woodland and Chaparral
10340_4_6_7_UE,10340_4_6_7,UE,0,Mediterranean California Mesic Serpentine Woodland and Chaparral
10350_1_2_7_A,10350_1_2_7,A,6,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
10350_1_2_7_B,10350_1_2_7,B,10,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
10350_1_2_7_C,10350_1_2_7,C,9,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
10350_1_2_7_D,10350_1_2_7,D,44,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
10350_1_2_7_E,10350_1_2_7,E,31,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
10350_1_2_7_Agriculture,10350_1_2_7,Agriculture,0,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
10350_1_2_7_Developed,10350_1_2_7,Developed,0,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
10350_1_2_7_Water,10350_1_2_7,Water,0,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
10350_1_2_7_UN,10350_1_2_7,UN,0,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
