TransitionGroupID,Model_Code,mean_amount,annual_probability,BpS_Name
Optional Types,14770_40_41_50_51,9.123,0.009123,Boreal Acidic Peatland Systems
Optional Types,14770_63_64_65_66,8.7432,0.0087432,Boreal Acidic Peatland Systems
Optional Types,14790_52_62,1.9614,0.0019614,Central Interior and Appalachian Swamp Systems
Optional Types,14820_39_40,29.6764,0.0296764,Great Plains Prairie Pothole
Optional Types,14900_36,9.059,0.009059,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
Optional Types,14900_37_98,29.8248,0.0298248,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
Optional Types,14900_55_56_58_99,6.6132,0.0066132,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
Optional Types,14900_60,6.5134,0.0065134,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
Optional Types,14900_65_66,60.2854,0.0602854,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
Optional Types,14920_41_50_51_52_63,22.358,0.022358,Great Lakes Coastal Marsh Systems
Optional Types,14930_41_42_44_50,11.2878,0.0112878,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems
Optional Types,14930_52_62,11.0518,0.0110518,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems
Optional Types,14940_41_50_51,10.9876,0.0109876,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
Optional Types,14940_63_65_66,14.6226,0.0146226,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
Optional Types,14940_64,14.7658,0.0147658,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
Optional Types,14950_31_39_40,98.8502,0.0988502,Western Great Plains Depressional Wetland Systems
Optional Types,14950_35,200.9462,0.2009462,Western Great Plains Depressional Wetland Systems
Optional Types,14950_36,150.5752,0.1505752,Western Great Plains Depressional Wetland Systems
Optional Types,14950_38,99.039,0.099039,Western Great Plains Depressional Wetland Systems
Optional Types,14951_26_34,201.8324,0.2018324,Western Great Plains Depressional Wetland Systems - Playa
Optional Types,18080_79,1.0658,0.0010658,Hawaii Lowland Rainforest
Optional Types,18090_79,0.9886,0.0009886,Hawaii Montane Cloud Forest
Optional Types,18100_79,1.0478,0.0010478,Hawaii Montane Rainforest
Optional Types,18110_79,8.5922,0.0085922,Hawaii Wet Cliff and Ridge Crest Shrubland
Optional Types,18130_79,6.3356,0.0063356,Hawaii Lowland Dry Forest
Optional Types,18140_79,1.9362,0.0019362,Hawaii Lowland Mesic Forest
Optional Types,18151_79,0.9948,0.0009948,Hawaii Montane-Subalpine Dry Forest and Woodland - Lava
Optional Types,18160_79,1.0172,0.0010172,Hawaii Montane-Subalpine Mesic Forest
Optional Types,18170_79,1.0088,0.0010088,Hawaii Lowland Dry Shrubland
Optional Types,18180_79,1.0214,0.0010214,Hawaii Lowland Mesic Shrubland
Optional Types,18190_79,1.0066,0.0010066,Hawaii Lowland Dry Grassland
Optional Types,18200_79,3.9774,0.0039774,Hawaii Lowland Mesic Grassland
Optional Types,18210_79,2.0812,0.0020812,Hawaii Montane-Subalpine Dry Shrubland
Optional Types,18220_79,1.0108,0.0010108,Hawaii Montane-Subalpine Dry Grassland
Optional Types,18230_79,2.224,0.002224,Hawaii Montane-Subalpine Mesic Grassland
Optional Types,18240_79,1.9862,0.0019862,Hawaii Alpine Dwarf-Shrubland
Optional Types,18250_79,1.0662,0.0010662,Hawaii Dry Cliff
Optional Types,18260_79,4.753,0.004753,Hawaii Dry Coastal Strand
Optional Types,18270_79,4.8004,0.0048004,Hawaii Wet-Mesic Coastal Strand
Optional Types,18280_79,11.7442,0.0117442,Hawaii Subalpine Mesic Shrubland
Replacement Fire,10080_1_2_3_7,3.4672,0.0034672,North Pacific Oak Woodland
Replacement Fire,10090_19,12.0202,0.0120202,Northwestern Great Plains Aspen Forest and Parkland
Replacement Fire,10110_15,6.9428,0.0069428,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_16_23_24,17.222,0.017222,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_20_29,8.136,0.008136,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_21,9.0334,0.0090334,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_22,6.0602,0.0060602,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_27,6.9578,0.0069578,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_28,6.762,0.006762,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_6_10_12_17_18_19,14.4992,0.0144992,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_7,8.0058,0.0080058,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_9,16.6612,0.0166612,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10120_16_27,7.4534,0.0074534,Rocky Mountain Bigtooth Maple Ravine Woodland
Replacement Fire,10120_17_18_21,7.4688,0.0074688,Rocky Mountain Bigtooth Maple Ravine Woodland
Replacement Fire,10130_31_38_39_40,3.3938,0.0033938,Western Great Plains Dry Bur Oak Forest and Woodland
Replacement Fire,10140_4_5,3.0384,0.0030384,Central and Southern California Mixed Evergreen Woodland
Replacement Fire,10150_2_3_4,2.4466,0.0024466,California Coastal Redwood Forest
Replacement Fire,10160_13_14,2.2108,0.0022108,Colorado Plateau Pinyon-Juniper Woodland
Replacement Fire,10160_15_28,2.3524,0.0023524,Colorado Plateau Pinyon-Juniper Woodland
Replacement Fire,10160_16_23_24_25,2.3032,0.0023032,Colorado Plateau Pinyon-Juniper Woodland
Replacement Fire,10160_17,2.2908,0.0022908,Colorado Plateau Pinyon-Juniper Woodland
Replacement Fire,10160_22,2.1676,0.0021676,Colorado Plateau Pinyon-Juniper Woodland
Replacement Fire,10170_6_7_8_9_12_18,2.253,0.002253,Columbia Plateau Western Juniper Woodland and Savanna
Replacement Fire,10180_1_7,3.913,0.003913,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland
Replacement Fire,10190_13_14,2.0902,0.0020902,Great Basin Pinyon-Juniper Woodland
Replacement Fire,10190_15,2.1042,0.0021042,Great Basin Pinyon-Juniper Woodland
Replacement Fire,10190_4,1.5698,0.0015698,Great Basin Pinyon-Juniper Woodland
Replacement Fire,10190_6_7_9_12_16_17_18_19,1.1386,0.0011386,Great Basin Pinyon-Juniper Woodland
Replacement Fire,10200_13,0.98,0.00098,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland
Replacement Fire,10200_6_9_12_17,2.0382,0.0020382,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland
Replacement Fire,10210_2_3_6_7,4.3664,0.0043664,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
Replacement Fire,10220_2_3_6_7,4.3418,0.0043418,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
Replacement Fire,10230_14_15_24_25,7.9334,0.0079334,Madrean Encinal
Replacement Fire,10240_14_15_24,7.8772,0.0078772,Madrean Lower Montane Pine-Oak Forest and Woodland
Replacement Fire,10240_25_27,16.468,0.016468,Madrean Lower Montane Pine-Oak Forest and Woodland
Replacement Fire,10240_26,62.43,0.06243,Madrean Lower Montane Pine-Oak Forest and Woodland
Replacement Fire,10250_14_15_24_25_26,7.462,0.007462,Madrean Pinyon-Juniper Woodland
Replacement Fire,10260_15,3.2068,0.0032068,Madrean Upper Montane Conifer-Oak Forest and Woodland
Replacement Fire,10270_2_3_7,3.008,0.003008,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
Replacement Fire,10270_4_5_6,6.754,0.006754,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
Replacement Fire,10280_2_3,4.0804,0.0040804,Mediterranean California Mesic Mixed Conifer Forest and Woodland
Replacement Fire,10280_4_6_7_12,6.8814,0.0068814,Mediterranean California Mesic Mixed Conifer Forest and Woodland
Replacement Fire,10290_2_3_4_5_6_7_12,3.4406,0.0034406,Mediterranean California Mixed Oak Woodland
Replacement Fire,10300_2_3_4_5_6_7,5.6492,0.0056492,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
Replacement Fire,10310_2_3_4_5_6_12,6.1636,0.0061636,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
Replacement Fire,10310_7,4.9738,0.0049738,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
Replacement Fire,10320_2_3_7,5.4284,0.0054284,Mediterranean California Red Fir Forest
Replacement Fire,10321_6,6.6932,0.0066932,Mediterranean California Red Fir Forest - Cascades
Replacement Fire,10322_6,3.3766,0.0033766,Mediterranean California Red Fir Forest - Southern Sierra
Replacement Fire,10330_12,2.9474,0.0029474,Mediterranean California Subalpine Woodland
Replacement Fire,10330_3_6_7,2.1108,0.0021108,Mediterranean California Subalpine Woodland
Replacement Fire,10340_4_6_7,5.4542,0.0054542,Mediterranean California Mesic Serpentine Woodland and Chaparral
Replacement Fire,10350_1_2_7,2.638,0.002638,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
Replacement Fire,10360_1_2,1.5232,0.0015232,North Pacific Hypermaritime Sitka Spruce Forest
Replacement Fire,10370_1_2_7,2.9984,0.0029984,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest
Replacement Fire,10380_1_7,0.1998,0.0001998,North Pacific Maritime Mesic Subalpine Parkland
Replacement Fire,10390_1_2_3_7,2.54,0.00254,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest
Replacement Fire,10411_1_7,0.0896,8.96E-05,North Pacific Mountain Hemlock Forest - Wet
Replacement Fire,10412_1_7,3.3944,0.0033944,North Pacific Mountain Hemlock Forest - Xeric
Replacement Fire,10420_1_7,0.2686,0.0002686,North Pacific Mesic Western Hemlock-Silver Fir Forest
Replacement Fire,10430_5,3.199,0.003199,Mediterranean California Mixed Evergreen Forest
Replacement Fire,10431_2_3_6_7,5.9306,0.0059306,Mediterranean California Mixed Evergreen Forest - Interior
Replacement Fire,10432_2_3,4.5818,0.0045818,Mediterranean California Mixed Evergreen Forest - Coastal
Replacement Fire,10440_3_6_7,1.9628,0.0019628,Northern California Mesic Subalpine Woodland
Replacement Fire,10450_1_7_8_9,5.443,0.005443,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
Replacement Fire,10450_21,12.8676,0.0128676,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
Replacement Fire,10451_10_19,6.8158,0.0068158,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir
Replacement Fire,10451_20,6.2286,0.0062286,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir
Replacement Fire,10452_10_19,5.0812,0.0050812,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Larch
Replacement Fire,10453_10_19,4.5906,0.0045906,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Grand Fir
Replacement Fire,10454_20,6.8698,0.0068698,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Lodgepole Pine
Replacement Fire,10460_1_7_9,2.9632,0.0029632,Northern Rocky Mountain Subalpine Woodland and Parkland
Replacement Fire,10460_10_19_20,2.498,0.002498,Northern Rocky Mountain Subalpine Woodland and Parkland
Replacement Fire,10460_18,4.4898,0.0044898,Northern Rocky Mountain Subalpine Woodland and Parkland
Replacement Fire,10460_21,1.9936,0.0019936,Northern Rocky Mountain Subalpine Woodland and Parkland
Replacement Fire,10470_10_19,5.3246,0.0053246,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest
Replacement Fire,10470_8_9,4.9656,0.0049656,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest
Replacement Fire,10472_10_19,2.7258,0.0027258,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest - Cedar Groves
Replacement Fire,10480_29,3.7126,0.0037126,Northwestern Great Plains Highland White Spruce Woodland
Replacement Fire,10490_16_22,4.791,0.004791,Rocky Mountain Foothill Limber Pine-Juniper Woodland
Replacement Fire,10490_19_20_21_23_28_29,2.5256,0.0025256,Rocky Mountain Foothill Limber Pine-Juniper Woodland
Replacement Fire,10500_16_23_28,6.5436,0.0065436,Rocky Mountain Lodgepole Pine Forest
Replacement Fire,10500_18,6.6302,0.0066302,Rocky Mountain Lodgepole Pine Forest
Replacement Fire,10500_22,5.998,0.005998,Rocky Mountain Lodgepole Pine Forest
Replacement Fire,10510_15_16_17_22_23_24_25,10.7956,0.0107956,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10510_18_21,10.927,0.010927,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10510_27,3.5762,0.0035762,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10510_28,3.0824,0.0030824,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10510_29,10.743,0.010743,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10510_6,10.9838,0.0109838,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_12,5.4582,0.0054582,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_13,4.608,0.004608,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_15,5.3154,0.0053154,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_16_23_24,5.481,0.005481,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_17,5.3634,0.0053634,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_18,5.3924,0.0053924,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_21,5.347,0.005347,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_25,5.4778,0.0054778,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_27,3.974,0.003974,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_28,5.033,0.005033,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10530_10_19,2.8676,0.0028676,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
Replacement Fire,10531_1_7_8_9,3.7912,0.0037912,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
Replacement Fire,10532_7_9,3.9524,0.0039524,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
Replacement Fire,10540_13_14,4.0366,0.0040366,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_15_25,2.5054,0.0025054,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_16_23_24,3.5864,0.0035864,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_17,3.9398,0.0039398,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_20,4.2598,0.0042598,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_22,6.0104,0.0060104,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_26,13.2328,0.0132328,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_28,2.0066,0.0020066,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_29,3.3128,0.0033128,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_33,1.9706,0.0019706,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10541_27,2.919,0.002919,Southern Rocky Mountain Ponderosa Pine Woodland - South
Replacement Fire,10542_27,1.94,0.00194,Southern Rocky Mountain Ponderosa Pine Woodland - North
Replacement Fire,10550_1_8_9,4.2744,0.0042744,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Replacement Fire,10550_10_19,4.9298,0.0049298,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Replacement Fire,10550_15_28,5.0166,0.0050166,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Replacement Fire,10550_16_23_24,4.6754,0.0046754,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Replacement Fire,10550_17,5.794,0.005794,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Replacement Fire,10550_18,5.6496,0.0056496,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Replacement Fire,10550_20,7.4996,0.0074996,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Replacement Fire,10550_21_22,3.0068,0.0030068,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Replacement Fire,10550_27,4.917,0.004917,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Replacement Fire,10550_29,8.7036,0.0087036,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Replacement Fire,10560_1_7_8_9,8.413,0.008413,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Replacement Fire,10560_10_19,5.6376,0.0056376,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Replacement Fire,10560_15_28,5.009,0.005009,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Replacement Fire,10560_16_23,4.7104,0.0047104,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Replacement Fire,10560_18,5.5608,0.0055608,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Replacement Fire,10560_20,4.7074,0.0047074,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Replacement Fire,10560_21_22,2.3248,0.0023248,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Replacement Fire,10560_29,2.8868,0.0028868,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Replacement Fire,10570_12_16,1.976,0.001976,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland
Replacement Fire,10570_18,2.0592,0.0020592,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland
Replacement Fire,10570_23,1.9974,0.0019974,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland
Replacement Fire,10570_28,1.9578,0.0019578,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland
Replacement Fire,10570_29,1.9808,0.0019808,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland
Replacement Fire,10580_12,6.3648,0.0063648,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland
Replacement Fire,10580_4,3.506,0.003506,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland
Replacement Fire,10580_7,11.035,0.011035,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland
Replacement Fire,10581_6,6.2054,0.0062054,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland - Wet
Replacement Fire,10582_6,4.3002,0.0043002,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland - Dry
Replacement Fire,10590_24_28,2.3126,0.0023126,Southern Rocky Mountain Pinyon-Juniper Woodland
Replacement Fire,10590_25,4.2232,0.0042232,Southern Rocky Mountain Pinyon-Juniper Woodland
Replacement Fire,10590_26,34.7968,0.0347968,Southern Rocky Mountain Pinyon-Juniper Woodland
Replacement Fire,10590_27_33,2.9922,0.0029922,Southern Rocky Mountain Pinyon-Juniper Woodland
Replacement Fire,10600_1_2_7,2.5894,0.0025894,East Cascades Oak-Ponderosa Pine Forest and Woodland
Replacement Fire,10610_13,12.3936,0.0123936,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Replacement Fire,10610_15_25,22.874,0.022874,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Replacement Fire,10610_18,12.9632,0.0129632,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Replacement Fire,10610_20_29,8.4644,0.0084644,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Replacement Fire,10610_22_27_28,12.9302,0.0129302,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Replacement Fire,10610_6,6.7042,0.0067042,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Replacement Fire,10610_8_9_17,14.4014,0.0144014,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Replacement Fire,10611_16_23_24,23.34,0.02334,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland - Low Elevation
Replacement Fire,10612_16_23,14.1812,0.0141812,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland - High Elevation
Replacement Fire,10620_10_19_21_29_31,3.5336,0.0035336,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
Replacement Fire,10620_13,3.504,0.003504,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
Replacement Fire,10620_16_23,3.9924,0.0039924,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
Replacement Fire,10620_22_28,4.3894,0.0043894,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
Replacement Fire,10620_6_12_17_18,3.4888,0.0034888,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
Replacement Fire,10620_7_9,4.1422,0.0041422,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
Replacement Fire,10630_1,2.2152,0.0022152,North Pacific Broadleaf Landslide Forest and Shrubland
Replacement Fire,10630_2_7,9.9876,0.0099876,North Pacific Broadleaf Landslide Forest and Shrubland
Replacement Fire,10640_15_16_17_23_24_27_28,4.241,0.004241,Colorado Plateau Mixed Low Sagebrush Shrubland
Replacement Fire,10650_1_8_9_10,3.9546,0.0039546,Columbia Plateau Scabland Shrubland
Replacement Fire,10660_29,2.3186,0.0023186,Inter-Mountain Basins Mat Saltbush Shrubland
Replacement Fire,10670_6,1.9056,0.0019056,Mediterranean California Alpine Fell-Field
Replacement Fire,10700_10_19_28,4.3774,0.0043774,Rocky Mountain Alpine Dwarf-Shrubland
Replacement Fire,10700_16,4.3696,0.0043696,Rocky Mountain Alpine Dwarf-Shrubland
Replacement Fire,10700_21,1.7918,0.0017918,Rocky Mountain Alpine Dwarf-Shrubland
Replacement Fire,10710_6,4.4258,0.0044258,Sierra Nevada Alpine Dwarf-Shrubland
Replacement Fire,10720_22_29,3.041,0.003041,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe
Replacement Fire,10720_28,7.8584,0.0078584,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe
Replacement Fire,10750_25,1.4188,0.0014188,Chihuahuan Mixed Salt Desert Scrub
Replacement Fire,10750_26,1.631,0.001631,Chihuahuan Mixed Salt Desert Scrub
Replacement Fire,10760_25,45.341,0.045341,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub
Replacement Fire,10770_15,2.871,0.002871,Chihuahuan Succulent Desert Scrub
Replacement Fire,10770_25_26,6.2666,0.0062666,Chihuahuan Succulent Desert Scrub
Replacement Fire,10780_15,3.4632,0.0034632,Colorado Plateau Blackbrush-Mormon-tea Shrubland
Replacement Fire,10780_16_23_24_25,6.8986,0.0068986,Colorado Plateau Blackbrush-Mormon-tea Shrubland
Replacement Fire,10790_13,10.086,0.010086,Great Basin Xeric Mixed Sagebrush Shrubland
Replacement Fire,10790_6_9_10_12_16_17_18,10.6596,0.0106596,Great Basin Xeric Mixed Sagebrush Shrubland
Replacement Fire,10800_1_7_8_9,9.8938,0.0098938,Inter-Mountain Basins Big Sagebrush Shrubland
Replacement Fire,10800_10_19,12.521,0.012521,Inter-Mountain Basins Big Sagebrush Shrubland
Replacement Fire,10800_13_14,9.226,0.009226,Inter-Mountain Basins Big Sagebrush Shrubland
Replacement Fire,10801_21_22_28,13.6586,0.0136586,Inter-Mountain Basins Big Sagebrush Shrubland - Basin Big Sagebrush
Replacement Fire,10802_21_22_28,10.061,0.010061,Inter-Mountain Basins Big Sagebrush Shrubland - Wyoming Big Sagebrush
Replacement Fire,10803_6_12_15_16_17_18_23_24_25,6.6022,0.0066022,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert
Replacement Fire,10804_6_12_15_16_17_18_23_24_25,8.4418,0.0084418,Inter-Mountain Basins Big Sagebrush Shrubland - Upland
Replacement Fire,10810_15_16_23_24_28,1.596,0.001596,Inter-Mountain Basins Mixed Salt Desert Scrub
Replacement Fire,10810_18_19_21,0.8272,0.0008272,Inter-Mountain Basins Mixed Salt Desert Scrub
Replacement Fire,10810_22,2.2558,0.0022558,Inter-Mountain Basins Mixed Salt Desert Scrub
Replacement Fire,10810_27_33,4.2778,0.0042778,Inter-Mountain Basins Mixed Salt Desert Scrub
Replacement Fire,10810_6_12_13_17,0.5172,0.0005172,Inter-Mountain Basins Mixed Salt Desert Scrub
Replacement Fire,10810_7_8_9,1.4228,0.0014228,Inter-Mountain Basins Mixed Salt Desert Scrub
Replacement Fire,10820_12_15_16_17_23_24,1.2436,0.0012436,Mojave Mid-Elevation Mixed Desert Scrub
Replacement Fire,10820_14,2.4776,0.0024776,Mojave Mid-Elevation Mixed Desert Scrub
Replacement Fire,10820_4_13,2.4768,0.0024768,Mojave Mid-Elevation Mixed Desert Scrub
Replacement Fire,10820_6,1.9462,0.0019462,Mojave Mid-Elevation Mixed Desert Scrub
Replacement Fire,10830_1,0.9918,0.0009918,North Pacific Avalanche Chute Shrubland
Replacement Fire,10840_1,0.1032,0.0001032,North Pacific Montane Shrubland
Replacement Fire,10850_20,33.6516,0.0336516,Northwestern Great Plains Shrubland
Replacement Fire,10850_29_30,65.863,0.065863,Northwestern Great Plains Shrubland
Replacement Fire,10860_13_16_17_18_21_23,9.6796,0.0096796,Rocky Mountain Lower Montane-Foothill Shrubland
Replacement Fire,10860_25,14.0764,0.0140764,Rocky Mountain Lower Montane-Foothill Shrubland
Replacement Fire,10860_26,69.5092,0.0695092,Rocky Mountain Lower Montane-Foothill Shrubland
Replacement Fire,10860_27_31_33,22.085,0.022085,Rocky Mountain Lower Montane-Foothill Shrubland
Replacement Fire,10860_28,13.8136,0.0138136,Rocky Mountain Lower Montane-Foothill Shrubland
Replacement Fire,10860_29,9.3834,0.0093834,Rocky Mountain Lower Montane-Foothill Shrubland
Replacement Fire,10861_22,11.0542,0.0110542,Rocky Mountain Lower Montane-Foothill Shrubland - No True Mountain Mahogany
Replacement Fire,10862_22,9.3616,0.0093616,Rocky Mountain Lower Montane-Foothill Shrubland - True Mountain Mahogany
Replacement Fire,10870_4_6_12_13_14_15_17_24_25,3.0082,0.0030082,Sonora-Mojave Creosotebush-White Bursage Desert Scrub
Replacement Fire,10900_14,2.0288,0.0020288,Sonoran Granite Outcrop Desert Scrub
Replacement Fire,10910_13_14,9.5236,0.0095236,Sonoran Mid-Elevation Desert Scrub
Replacement Fire,10910_15,2.8784,0.0028784,Sonoran Mid-Elevation Desert Scrub
Replacement Fire,10910_25,2.7222,0.0027222,Sonoran Mid-Elevation Desert Scrub
Replacement Fire,10920_4,6.5338,0.0065338,Southern California Coastal Scrub
Replacement Fire,10930_13_15_16_23_24_28,4.6186,0.0046186,Southern Colorado Plateau Sand Shrubland
Replacement Fire,10940_25,61.5598,0.0615598,Western Great Plains Sandhill Steppe
Replacement Fire,10940_26,46.0072,0.0460072,Western Great Plains Sandhill Steppe
Replacement Fire,10940_27_33,44.3664,0.0443664,Western Great Plains Sandhill Steppe
Replacement Fire,10940_31_38,44.0666,0.0440666,Western Great Plains Sandhill Steppe
